L,u,v,col
5434.175585097301,4351.40750207174,-8731.326606769897,mediumorchid
6307.2283804464005,5036.160399315989,-10223.933618188035,mediumorchid1
5964.431077163602,4766.840524777281,-9685.052279387835,mediumorchid2
5293.568182168661,4221.975384367267,-8584.606356101871,mediumorchid3
3866.427740321515,3107.7189697919985,-6316.689445854255,mediumorchid4
5513.213046363521,883.5739768537592,-9013.934798586686,mediumpurple
6219.944996884727,1004.0540649446064,-10215.39577393233,mediumpurple1
5874.05909391357,930.700554413082,-9702.134950754253,mediumpurple2
5207.478097932326,836.0860411261473,-8621.127688927734,mediumpurple3
3823.5894220692585,599.5741660580653,-6272.117893172563,mediumpurple4
6397.6498395497365,-5115.981967773565,4238.91153171778,mediumseagreen
5279.717079873046,-193.1687596926967,-11592.070932468989,mediumslateblue
8298.581597336666,-7378.377690778266,5729.802941520407,mediumspringgreen
7385.892515542997,-5275.910383066659,-700.9472649572783,mediumturquoise
4789.440951718067,10473.251430985094,-3263.079986361995,mediumvioletred
2213.8052554471387,-585.8345418799036,-7895.11781510734,midnightblue
9269.242610796164,-522.5810745932533,262.4510306249336,mintcream
8718.993820171192,1627.7122391342325,570.5791850822567,mistyrose
8718.993820171192,1627.7122391342325,570.5791850822567,mistyrose1
8254.211967668287,1528.9288706182076,552.2918913020084,mistyrose2
7313.842291775197,1382.3749762092043,450.99070215117933,mistyrose3
5378.09525223266,952.5232056177892,370.52931510948105,mistyrose4
8640.743703038625,1977.9294014467575,3643.839306115822,moccasin
8503.576694587895,2411.5764352642227,3833.658603969289,navajowhite
8503.576694587895,2411.5764352642227,3833.658603969289,navajowhite1
8041.280858781793,2298.3318179864286,3646.4450490191184,navajowhite2
7150.383259372686,1990.2174263100492,3252.341824087612,navajowhite3
5227.280157662325,1485.8235144144776,2377.175880686321,navajowhite4
2226.483772058532,-667.1420115848683,-8990.874392568701,navy
2226.483772058532,-667.1420115848683,-8990.874392568701,navyblue
9068.318113925843,548.4956876928064,1215.9654650564696,oldlace
5478.307751882365,-1954.7948095100191,5992.74640415419,olivedrab
8758.093483174087,-3134.0946464455583,9597.422087618184,olivedrab1
8286.111009746923,-2976.369067689515,9078.936167913263,olivedrab2
7351.005108876519,-2650.8200489012065,8054.569486078637,olivedrab3
5386.609607744885,-1905.770715878004,5895.996431598072,olivedrab4
7238.087421172637,7781.536573790183,7055.510762533913,orange
7238.087421172637,7781.536573790183,7055.510762533913,orange1
6848.661544451755,7362.725991368388,6675.925675542995,orange2
6083.232718827057,6498.556380973763,5934.823799394487,orange3
4450.483172528794,4776.151408916101,4339.253893082716,orange4
5846.665453796156,16243.50439670878,4488.0955023724255,orangered
5846.665453796156,16243.50439670878,4488.0955023724255,orangered1
5528.480092823118,15395.515707510312,4239.466192199573,orangered2
4903.500360389937,13666.297973068553,3758.843384445991,orangered3
3586.9059292294405,10024.830096891108,2746.191595022918,orangered4
6205.040097090495,5467.094203944998,-6499.195284892837,orchid
7034.718302860209,6208.96213482073,-7343.540553512954,orchid1
6651.068908050383,5895.789324512633,-6934.3494860434885,orchid2
5900.778835163371,5225.204590760325,-6183.325690529284,orchid3
4320.372278969244,3811.875399258077,-4605.429099455736,orchid4
8589.520360116345,701.6594604901995,4406.687304514821,palegoldenrod
8558.972369655867,-4748.249676095844,6072.204672419934,palegreen
8666.05351424927,-4826.554172628262,6172.342820611554,palegreen1
8201.253561133111,-4555.530953804396,5825.750166909792,palegreen2
7276.42415667742,-4043.2475783183954,5170.626759669992,palegreen3
5328.33159773915,-2964.3452719117613,3790.89400066442,palegreen4
8494.941038006567,-3111.6857546190176,-670.7293414157255,paleturquoise
8975.570075253167,-3309.187710125607,-713.3012355565867,paleturquoise1
8490.45439713827,-3153.3674754609115,-679.7139097089307,paleturquoise2
7533.826753906852,-2792.3700576384217,-601.9002808907189,paleturquoise3
5518.858421432295,-2031.2011091700451,-437.8289742832084,paleturquoise4
6012.717640276488,7538.170401367045,-761.3258078169495,palevioletred
6786.2980333586165,8547.803624122109,-867.4056241601041,palevioletred1
6414.537097788387,8126.396431080563,-789.8451872938471,palevioletred2
5687.515704532374,7222.867522249175,-715.8311150945166,palevioletred3
4173.034106165104,5249.233591719142,-507.0204691478609,palevioletred4
8924.239382769778,1106.9161568475386,2101.520236193652,papayawhip
8439.57126273547,2561.96664253894,2839.787588314151,peachpuff
8439.57126273547,2561.96664253894,2839.787588314151,peachpuff1
7976.452945399475,2450.4312356472815,2638.295866445892,peachpuff2
7080.240334465055,2164.64757000865,2350.063596436527,peachpuff3
5192.882849096351,1561.4224184613015,1744.148272717262,peachpuff4
6101.631202722476,6265.301599126696,5025.795280007418,peru
7952.54623820154,3961.09804592404,62.22628571290128,pink
7728.952636766371,4726.991855384561,-122.7462421621571,pink1
7314.739793315511,4466.243960501403,-122.58067864732251,pink2
6477.578948051852,4007.396303429881,-104.07291138642054,pink3
4760.043640436817,2870.51971736468,-106.61518003872254,pink4
7082.709996168997,3189.017954993087,-4078.2121934797015,plum
7987.51672907464,3456.9370211349265,-4420.835163254651,plum1
7547.834210254618,3298.115756695746,-4217.729747618586,plum2
6699.164773071392,2919.471912161934,-3733.508596920424,plum3
4911.86021670419,2120.991379891693,-2712.387647174087,plum4
8159.840784086779,-2472.3853091431356,-1020.46187286495,powderblue
4811.986040740415,2815.1631135539023,-13306.993766704896,purple
4955.950813340648,2051.331909546942,-14161.106504842017,purple1
4687.08682447491,1965.817307686592,-13404.509909234564,purple2
4159.900387972409,1748.4119527396338,-11886.20485907584,purple3
3049.720904936627,1291.0712600895151,-8687.357410872091,purple4
5589.199388693933,18325.944575484053,3950.189609503304,red
5589.199388693933,18325.944575484053,3950.189609503304,red1
5288.272639807672,17339.261772124824,3737.508394537758,red2
4691.391115999314,15382.198342688198,3315.659927613897,red3
3434.112686867855,11259.81636883651,2427.0732371740983,red4
6244.113310656549,3103.697234305723,669.0074018012649,rosybrown
7951.589126873015,4036.185364435997,870.0068595620075,rosybrown1
7520.943040933941,3829.275908686011,825.4071621851489,rosybrown2
6671.920055954383,3400.6493673691707,733.0159567608963,rosybrown3
4883.405604197708,2498.2134419682134,538.4943046256917,rosybrown4
4913.7416449279735,-1896.8205163465825,-11385.099697890466,royalblue
5406.070911915542,-2101.055689048439,-12669.09913074411,royalblue1
5111.512289867786,-1987.99160356982,-11997.4427800816,royalblue2
4541.184117898548,-1765.135051418475,-10622.814764466426,royalblue3
3313.1968044807013,-1286.267457868552,-7808.760701962507,royalblue4
4037.11134653288,6948.255335918797,3494.0429588042743,saddlebrown
6590.071872305454,9722.831311835827,2886.170558044391,salmon
6836.355918572137,9318.206495686863,3918.9200429954194,salmon1
6457.125029907077,8873.117888873096,3681.316173433792,salmon2
5728.733817804353,7876.862746051673,3288.602658391853,salmon3
4195.728884954951,5759.871419540895,2407.690583400993,salmon4
7141.780821648656,6523.41294250162,5206.418261883763,sandybrown
5221.0049967214145,-4193.692613237322,3511.0460276741865,seagreen
8490.760084689226,-6832.419874986257,5748.057405524107,seagreen1
8032.876790359698,-6474.515408314409,5462.8032566853235,seagreen2
7127.570127736959,-5744.88830844338,4813.5466591543445,seagreen3
5221.0049967214145,-4193.692613237322,3511.0460276741865,seagreen4
9097.426777943168,614.7195712405677,648.2586807922456,seashell
9097.426777943168,614.7195712405677,648.2586807922456,seashell1
8614.937984470327,564.8056126045423,644.4177928261712,seashell2
7637.853892549969,516.1796215723973,572.6761708951741,seashell3
5604.759939329745,349.2873289749283,407.6758028151212,seashell4
4577.125749165228,7303.099513407859,3422.588267655555,sienna
6640.1910644137915,10685.946756122095,4975.046227576683,sienna1
6277.242798020878,10144.284730535392,4704.851166011499,sienna2
5565.513556886705,9018.371195505564,4161.102669181252,sienna3
4083.210226145576,6561.620372960051,3088.2138277496797,sienna4
7572.169484203159,-3372.950788731075,-3221.8966458216164,skyblue
7632.408182040083,-3330.6361454336297,-4960.859935486153,skyblue1
7215.52757960287,-3141.4123509556334,-4716.00552389383,skyblue2
6414.792834505716,-2829.16329364719,-4136.411114282406,skyblue3
4686.1280700976395,-2019.721816057512,-3070.9734316766744,skyblue4
4692.382547928017,-181.2052219264069,-10255.975455163423,slateblue
5566.741097679387,-223.35713556885833,-12292.669724702644,slateblue1
5254.030912428122,-205.2974925759806,-11671.93797115076,slateblue2
4665.888610411098,-193.55875815637717,-10338.469486852628,slateblue3
3406.997061313542,-139.574783221671,-7594.17040970475,slateblue4
5311.852230395445,-1013.097361593281,-1664.801544528162,slategray
8382.041088172045,-1588.6138249632438,-2685.4874293493303,slategray1
7933.787072320943,-1496.490260684455,-2533.5135066889643,slategray2
7043.117023559884,-1356.7049087742532,-2232.816601301541,slategray3
5148.946496444683,-963.2113240283912,-1665.487160140111,slategray4
5311.852230395445,-1013.097361593281,-1664.801544528162,slategrey
9226.525564908365,280.8715045818487,60.54234718623027,snow
9226.525564908365,280.8715045818487,60.54234718623027,snow1
8722.559554857597,284.99130600327925,61.43037763406087,snow2
7746.587161436593,234.62852281284057,50.57459107173037,snow3
5691.7978376190495,126.29648230572909,27.22342906069396,snow4
8396.790414958405,-7673.810894982848,7467.051662163737,springgreen
8396.790414958405,-7673.810894982848,7467.051662163737,springgreen1
7944.603403355715,-7263.867613211399,7091.481817316429,springgreen2
7049.183319337299,-6442.8306211276895,6273.434403955548,springgreen3
5162.002939186561,-4719.034322570536,4602.386722677267,springgreen4
5291.704883380679,-2704.6790602192227,-5393.927100930264,steelblue
6992.141044696112,-3574.6070575928384,-7148.322749499507,steelblue1
6621.109139009246,-3401.0007042149896,-6743.772562423526,steelblue2
5869.8204440316285,-3017.984847451991,-5998.549648452833,steelblue3
4290.057814797037,-2184.6231113962904,-4421.326380792621,steelblue4
7213.506062236519,2271.0057184079383,3288.683824873138,tan
7260.466422900939,7496.5153409527775,5950.262266967447,tan1
6869.340518128098,7099.228562095082,5654.156231662951,tan2
6101.631202722476,6265.301599126696,5025.795280007418,tan3
4464.214285707006,4601.745342742187,3661.945556660763,tan4
7646.659642537584,1307.465598053856,-1672.026379214926,thistle
8724.731208700841,1518.394805707131,-1941.7690017880411,thistle1
8255.47573843324,1436.7047792959927,-1837.301336037223,thistle2
7327.193120992081,1268.3909255334172,-1622.056511318886,thistle3
5372.189663858399,913.0116053080918,-1167.5867348837266,thistle4
6191.755381325466,13370.156500166158,4011.592601382009,tomato
6191.755381325466,13370.156500166158,4011.592601382009,tomato1
5853.1729865851385,12687.984697580065,3794.0294685061785,tomato2
5189.714078040972,11273.666410845668,3352.9749772793816,tomato3
3805.11004040262,8225.10576220598,2494.567439720163,tomato4
7762.802803801616,-5852.738927925405,109.4378200018662,turquoise
8370.245702589664,-6441.0164381484055,-2251.108735100703,turquoise1
7928.344144738402,-6104.6561197760475,-2102.6718500045076,turquoise2
7028.00592458493,-5408.596720626378,-1886.5000758855413,turquoise3
5158.475403951274,-3975.073906461577,-1342.7460608085123,turquoise4
6789.760400799171,5410.896755147146,-6919.617711763136,violet
5010.514963125876,10429.446582467375,-3700.77310952364,violetred
5949.13324349172,12987.084763450546,-1764.2554289736847,violetred1
5629.8704951461405,12282.728405765483,-1666.1543110791563,violetred2
4993.400713333933,10923.079738884964,-1428.8502486110076,violetred3
3658.144044170344,7958.118639693475,-1100.016955428748,violetred4
8438.14570194364,1698.468156791735,3356.75857464627,wheat
8711.262761470887,1759.6737344943886,3482.715096387071,wheat1
8251.863714264598,1637.7300218053954,3290.9717662848366,wheat2
7320.614495134611,1455.257334860878,2908.412581484214,wheat3
5358.902873788237,1071.171470485359,2100.9964377345223,wheat4
9046.893488864162,0.0,0.0,whitesmoke
9111.624287060202,740.7650159774306,9983.06971740602,yellow
9111.624287060202,740.7650159774306,9983.06971740602,yellow1
8621.58885543922,700.9256752739584,9446.166776311466,yellow2
7649.614458917327,621.905227691223,8381.231715524118,yellow3
5602.2358860007225,455.45560537391583,6138.039680007895,yellow4
7351.005108876519,-2650.8200489012065,8054.569486078637,yellowgreen
